Rank;Final Worth;Person Name;Age;Country;City;Source;Industries;Country Of Citizenship;Organization;Self Made;Status;Gender;Birth Date;Last Name;First Name; Title;Date;Birth Year;Birth Month;Birth Day;CPI Country;CPI Change Country;GDP Country;gross_tertiary_education_enrollment;gross_primary_education_enrollment_country;life_expectancy_country;tax_revenue_country_country;total_tax_rate_country;population_country;latitude_country;longitude_country
721;3900;Juergen Blickle;76;Germany;Bruchsal;Auto parts;Manufacturing;Germany;;FALSE;D;M;01/01/1947 00:00;Blickle;Juergen;;04/04/2023 05:01;1947;1;1;112.85;1.4;$3,845,630,030,824 ;70.2;104;80.9;11.5;48.8;83132799;51.165.691;10.451.526
721;3900;Austen Cargill, II.;72;United States;Livingston;Cargill;Food & Beverage;United States;;FALSE;D;M;03/09/1951 00:00;Cargill;Austen;;04/04/2023 05:01;1951;3;9;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
721;3900;James Cargill, II.;73;United States;Birchwood;Cargill;Food & Beverage;United States;;FALSE;D;M;04/07/1949 00:00;Cargill;James;;04/04/2023 05:01;1949;4;7;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
721;3900;Vanich Chaiyawan;91;Thailand;Bangkok;Insurance, beverages;Finance & Investments;Thailand;;TRUE;U;M;01/01/1932 00:00;Chaiyawan;Vanich;;04/04/2023 05:01;1932;1;1;113.27;0.7;$543,649,976,166 ;49.3;99.8;76.9;14.9;29.5;69625582;15.870.032;100.992.541
721;3900;Chen Dongsheng;65;China;Beijing;Insurance;Finance & Investments;China;;TRUE;U;M;12/01/1957 00:00;Chen;Dongsheng;;04/04/2023 05:01;1957;12;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
721;3900;Mong-Koo Chung;85;South Korea;Seoul;Hyundai;Automotive;South Korea;;FALSE;D;M;3/19/1938 0:00;Chung;Mong-Koo;;04/04/2023 05:01;1938;3;19;115.16;0.4;$2,029,000,000,000 ;94.3;98.1;82.6;15.6;33.2;51709098;35.907.757;127.766.922
721;3900;Kenneth Dart;67;Cayman Islands;George Town;Investments;Finance & Investments;Belize;;FALSE;U;M;4/21/1955 0:00;Dart;Kenneth;;04/04/2023 05:01;1955;4;21;;;;;;;;;;;
721;3900;Giuseppe De'Longhi & family;83;Italy;Treviso;Coffee makers;Fashion & Retail;Italy;;FALSE;D;M;4/24/1939 0:00;De'Longhi;Giuseppe;;04/04/2023 05:01;1939;4;24;110.62;0.6;$2,001,244,392,042 ;61.9;101.9;82.9;24.3;59.1;60297396;4.187.194;1.256.738
721;3900;Guenther Fielmann & family;83;Germany;Hamburg;Optometry;Healthcare;Germany;;TRUE;D;M;9/17/1939 0:00;Fielmann;Guenther;;04/04/2023 05:01;1939;9;17;112.85;1.4;$3,845,630,030,824 ;70.2;104;80.9;11.5;48.8;83132799;51.165.691;10.451.526
721;3900;W. Herbert Hunt;94;United States;Dallas;Oil;Energy;United States;;FALSE;D;M;03/06/1929 00:00;Hunt;W. Herbert;Investor;04/04/2023 05:01;1929;3;6;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
721;3900;James Irsay;63;United States;Carmel;Indianapolis Colts;Sports;United States;Indianapolis Colts;FALSE;U;M;6/13/1959 0:00;Irsay;James;CEO;04/04/2023 05:01;1959;6;13;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
721;3900;Somurai Jaruphnit;;Thailand;Bangkok;Diversified;Diversified;Thailand;;FALSE;N;F;;Jaruphnit;Somurai;;04/04/2023 05:01;;;;113.27;0.7;$543,649,976,166 ;49.3;99.8;76.9;14.9;29.5;69625582;15.870.032;100.992.541
721;3900;Marianne Liebmann;69;United States;Bozeman;Cargill;Food & Beverage;United States;;FALSE;D;F;07/11/1953 00:00;Liebmann;Marianne;;04/04/2023 05:01;1953;7;11;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
721;3900;Jorge Moll Filho & family;78;Brazil;Rio de Janeiro;Hospitals;Healthcare;Brazil;;TRUE;D;M;01/01/1945 00:00;Moll Filho;Jorge;;04/04/2023 05:01;1945;1;1;167.4;3.7;$1,839,758,040,766 ;51.3;115.4;75.7;14.2;65.1;212559417;-14.235.004;-5.192.528
721;3900;Fernando Roberto Moreira Salles;76;Brazil;Sao Paulo;Banking, minerals;Diversified;Brazil;;FALSE;U;M;5/29/1946 0:00;Moreira Salles;Fernando Roberto;;04/04/2023 05:01;1946;5;29;167.4;3.7;$1,839,758,040,766 ;51.3;115.4;75.7;14.2;65.1;212559417;-14.235.004;-5.192.528
721;3900;Pedro Moreira Salles;63;Brazil;Sao Paulo;Banking, minerals;Diversified;Brazil;;FALSE;U;M;10/20/1959 0:00;Moreira Salles;Pedro;;04/04/2023 05:01;1959;10;20;167.4;3.7;$1,839,758,040,766 ;51.3;115.4;75.7;14.2;65.1;212559417;-14.235.004;-5.192.528
721;3900;Gabe Newell;60;United States;Seattle;Videogames;Gambling & Casinos;United States;Valve Corporation;TRUE;E;M;11/03/1962 00:00;Newell;Gabe;Cofounder and CEO;04/04/2023 05:01;1962;11;3;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
721;3900;Alfred Oetker;56;Germany;Bielefeld;Consumer goods;Fashion & Retail;Germany;;FALSE;U;M;01/01/1967 00:00;Oetker;Alfred;;04/04/2023 05:01;1967;1;1;112.85;1.4;$3,845,630,030,824 ;70.2;104;80.9;11.5;48.8;83132799;51.165.691;10.451.526
721;3900;Carl Ferdinand Oetker;50;Germany;Bielefeld;Consumer goods;Fashion & Retail;Germany;;FALSE;U;M;10/03/1972 00:00;Oetker;Carl Ferdinand;;04/04/2023 05:01;1972;10;3;112.85;1.4;$3,845,630,030,824 ;70.2;104;80.9;11.5;48.8;83132799;51.165.691;10.451.526
721;3900;Julia Oetker;44;Germany;Bielefeld;Consumer goods;Fashion & Retail;Germany;;FALSE;U;F;1/26/1979 0:00;Oetker;Julia;;04/04/2023 05:01;1979;1;26;112.85;1.4;$3,845,630,030,824 ;70.2;104;80.9;11.5;48.8;83132799;51.165.691;10.451.526
721;3900;Ruan Hongliang & family;62;China;Jiaxing;Glass;Manufacturing;China;;TRUE;D;M;01/01/1961 00:00;Ruan;Hongliang;;04/04/2023 05:01;1961;1;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
721;3900;Mark Stevens;63;United States;Steamboat Springs;Venture capital;Finance & Investments;United States;;TRUE;D;M;2/17/1960 0:00;Stevens;Mark;;04/04/2023 05:01;1960;2;17;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
721;3900;Tsai Hong-tu;70;Taiwan;Taipei;Finance;Finance & Investments;Taiwan;;FALSE;D;M;08/01/1952 00:00;Tsai;Hong-tu;;04/04/2023 05:01;1952;8;1;;;;;;;;;;;
721;3900;Nusli Wadia;79;India;Mumbai;Consumer goods;Food & Beverage;India;;FALSE;U;M;2/15/1944 0:00;Wadia;Nusli;;04/04/2023 05:01;1944;2;15;180.44;7.7;$2,611,000,000,000 ;28.1;113;69.4;11.2;49.7;1366417754;20.593.684;7.896.288
721;3900;Wu Yiling;73;China;Shijiazhuang;Pharmaceuticals;Healthcare;China;;TRUE;E;M;10/24/1949 0:00;Wu;Yiling;;04/04/2023 05:01;1949;10;24;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
721;3900;Yu Renrong;57;China;Ningbo;Semiconductors;Manufacturing;China;;TRUE;D;M;04/01/1966 00:00;Yu;Renrong;;04/04/2023 05:01;1966;4;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
721;3900;Zhu Baoguo & family;60;China;Shenzhen;Pharmaceuticals;Healthcare;China;;TRUE;D;M;4/25/1962 0:00;Zhu;Baoguo;;04/04/2023 05:01;1962;4;25;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
748;3800;Rahul Bhatia;63;India;Delhi;Aviation;Service;India;;FALSE;Split Family Fortune;M;06/10/1959 00:00;Bhatia;Rahul;;04/04/2023 05:01;1959;6;10;180.44;7.7;$2,611,000,000,000 ;28.1;113;69.4;11.2;49.7;1366417754;20.593.684;7.896.288
748;3800;Francesco Gaetano Caltagirone;80;Italy;Rome;Cement, diversified;Construction & Engineering;Italy;;TRUE;D;M;3/21/1943 0:00;Caltagirone;Francesco Gaetano;;04/04/2023 05:01;1943;3;21;110.62;0.6;$2,001,244,392,042 ;61.9;101.9;82.9;24.3;59.1;60297396;4.187.194;1.256.738
748;3800;Barry Diller;81;United States;New York;Online media;Media & Entertainment;United States;;TRUE;D;M;02/02/1942 00:00;Diller;Barry;;04/04/2023 05:01;1942;2;2;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
748;3800;Wesley Edens;61;United States;New York;Investments;Finance & Investments;United States;;TRUE;U;M;10/31/1961 0:00;Edens;Wesley;;04/04/2023 05:01;1961;10;31;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
748;3800;Stephen Feinberg;63;United States;New York;Private equity;Finance & Investments;United States;Cerberus Capital Management;TRUE;U;M;3/29/1960 0:00;Feinberg;Stephen;Co-founder and CEO;04/04/2023 05:01;1960;3;29;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
748;3800;Rakesh Gangwal;69;United States;Miami;Airline;Service;United States;;TRUE;D;M;7/25/1953 0:00;Gangwal;Rakesh;;04/04/2023 05:01;1953;7;25;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
748;3800;Joseph Grendys;61;United States;Chicago;Poultry processing;Food & Beverage;United States;;TRUE;U;M;12/01/1961 00:00;Grendys;Joseph;;04/04/2023 05:01;1961;12;1;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
748;3800;Martha Ingram & family;87;United States;Nashville;Book distribution, transportation;Media & Entertainment;United States;Ingram Industries, Inc.;FALSE;D;F;8/20/1935 0:00;Ingram;Martha;Former Chairman;04/04/2023 05:01;1935;8;20;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
748;3800;Li Xiang;41;China;Beijing;Electric vehicles;Automotive;China;;TRUE;D;M;10/01/1981 00:00;Li;Xiang;;04/04/2023 05:01;1981;10;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
748;3800;H. Ross Perot, Jr.;64;United States;Dallas;Real estate;Real Estate;United States;;FALSE;U;M;11/07/1958 00:00;Perot;H. Ross;;04/04/2023 05:01;1958;11;7;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
748;3800;Chandru Raheja;82;India;Mumbai;Real estate;Real Estate;India;;FALSE;U;M;10/01/1940 00:00;Raheja;Chandru;;04/04/2023 05:01;1940;10;1;180.44;7.7;$2,611,000,000,000 ;28.1;113;69.4;11.2;49.7;1366417754;20.593.684;7.896.288
748;3800;Trevor Rees-Jones;71;United States;Dallas;Oil & gas;Energy;United States;;TRUE;D;M;08/12/1951 00:00;Rees-Jones;Trevor;;04/04/2023 05:01;1951;8;12;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
748;3800;Yasumitsu Shigeta;58;Japan;Tokyo;Mobile phone retailer;Telecom;Japan;;TRUE;U;M;2/25/1965 0:00;Shigeta;Yasumitsu;;04/04/2023 05:01;1965;2;25;105.48;0.5;$5,081,769,542,380 ;63.2;98.8;84.2;11.9;46.7;126226568;36.204.824;138.252.924
748;3800;Su Qingcan;54;China;Xiamen;Healthcare;Healthcare;China;;TRUE;N;M;01/01/1969 00:00;Su;Qingcan;;04/04/2023 05:01;1969;1;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
748;3800;Tsai Cheng-ta;73;Taiwan;Taipei;Finance;Finance & Investments;Taiwan;;FALSE;D;M;04/01/1950 00:00;Tsai;Cheng-ta;;04/04/2023 05:01;1950;4;1;;;;;;;;;;;
748;3800;Steven Udvar-Hazy;77;United States;Westlake;Aircraft leasing;Service;United States;Air Lease Corp.;TRUE;D;M;2/23/1946 0:00;Udvar-Hazy;Steven;CEO and Chairman;04/04/2023 05:01;1946;2;23;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
748;3800;Elizabeth Uihlein;77;United States;Lake Forest;Packaging materials;Manufacturing;United States;;TRUE;N;F;07/07/1945 00:00;Uihlein;Elizabeth;Entrepreneur;04/04/2023 05:01;1945;7;7;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
748;3800;Richard Uihlein;77;United States;Lake Forest;Packaging materials;Manufacturing;United States;;TRUE;N;M;8/27/1945 0:00;Uihlein;Richard;;04/04/2023 05:01;1945;8;27;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
766;3700;Hayes Barnard;51;United States;Austin;Fintech;Finance & Investments;United States;;TRUE;N;M;2/15/1972 0:00;Barnard;Hayes;;04/04/2023 05:01;1972;2;15;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
766;3700;William Berkley;76;United States;Coconut Grove;Insurance;Finance & Investments;United States;WR Berkley;TRUE;E;M;09/01/1946 00:00;Berkley;William;Chairman and CEO;04/04/2023 05:01;1946;9;1;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
766;3700;Charles Cohen;71;United States;New York;Real estate;Real Estate;United States;;FALSE;U;M;02/08/1952 00:00;Cohen;Charles;;04/04/2023 05:01;1952;2;8;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
766;3700;Yakir Gabay;56;United Kingdom;London;Real estate;Real Estate;Cyprus;;TRUE;D;M;4/13/1966 0:00;Gabay;Yakir;;04/04/2023 05:01;1966;4;13;119.62;1.7;$2,827,113,184,696 ;60;101.2;81.3;25.5;30.6;66834405;55.378.051;-3.435.973
766;3700;Huang Li;59;China;Wuhan;Imaging systems;Technology;China;;TRUE;D;M;6/27/1963 0:00;Huang;Li;;04/04/2023 05:01;1963;6;27;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
766;3700;Brad Jacobs;66;United States;Greenwich;Logistics;Logistics;United States;;TRUE;E;M;07/01/1956 00:00;Jacobs;Brad;;04/04/2023 05:01;1956;7;1;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
766;3700;Ji Qi;56;China;Shanghai;Hotels, motels;Real Estate;China;;TRUE;U;M;10/01/1966 00:00;Ji;Qi;;04/04/2023 05:01;1966;10;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
766;3700;Jason Jiang;50;China;Shanghai;Advertising;Media & Entertainment;Singapore;;TRUE;D;M;01/01/1973 00:00;Jiang;Jason;;04/04/2023 05:01;1973;1;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
766;3700;Jim Kavanaugh;60;United States;St. Louis;IT provider;Technology;United States;;TRUE;U;M;10/17/1962 0:00;Kavanaugh;Jim;;04/04/2023 05:01;1962;10;17;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
766;3700;Richard LeFrak & family;77;United States;New York;Real estate;Real Estate;United States;;FALSE;E;M;8/29/1945 0:00;LeFrak;Richard;;04/04/2023 05:01;1945;8;29;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
766;3700;Mikhail Lomtadze;47;Kazakhstan;Almaty;Fintech;Finance & Investments;Georgia;;TRUE;U;M;10/17/1975 0:00;Lomtadze;Mikhail;;04/04/2023 05:01;1975;10;17;182.75;5.2;$180,161,741,180 ;61.7;104.4;73.2;11.7;28.4;18513930;48.019.573;66.923.684
766;3700;Tom Morris;68;United Kingdom;Merseyside;Retail;Fashion & Retail;United Kingdom;;TRUE;U;M;10/02/1954 00:00;Morris;Tom;;04/04/2023 05:01;1954;10;2;119.62;1.7;$2,827,113,184,696 ;60;101.2;81.3;25.5;30.6;66834405;55.378.051;-3.435.973
766;3700;Shigenobu Nagamori;78;Japan;Kyoto;Motors;Manufacturing;Japan;;TRUE;D;M;8/28/1944 0:00;Nagamori;Shigenobu;;04/04/2023 05:01;1944;8;28;105.48;0.5;$5,081,769,542,380 ;63.2;98.8;84.2;11.9;46.7;126226568;36.204.824;138.252.924
766;3700;Daniel Och;62;United States;Miami Beach;Hedge funds;Finance & Investments;United States;Och-Ziff Capital Management;TRUE;D;M;1/27/1961 0:00;Och;Daniel;Founder;04/04/2023 05:01;1961;1;27;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
766;3700;Horst Paulmann & family;88;Chile;Santiago;Retail;Fashion & Retail;Chile;;TRUE;U;M;01/01/1935 00:00;Paulmann;Horst;;04/04/2023 05:01;1935;1;1;131.91;2.6;$282,318,159,745 ;88.5;101.4;80;18.2;34;18952038;-35.675.147;-71.542.969
766;3700;Anthony Pritzker;62;United States;Los Angeles;Hotels, investments;Service;United States;;FALSE;E;M;01/07/1961 00:00;Pritzker;Anthony;;04/04/2023 05:01;1961;1;7;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
766;3700;John Sall;75;United States;Cary;Software;Technology;United States;SAS Institute;TRUE;U;M;04/04/1948 00:00;Sall;John;Co-Founder, Executive Vice President;04/04/2023 05:01;1948;4;4;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
766;3700;Howard Schultz;69;United States;Seattle;Starbucks;Food & Beverage;United States;;TRUE;D;M;7/19/1953 0:00;Schultz;Howard;;04/04/2023 05:01;1953;7;19;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
766;3700;Richard Schulze;82;United States;Naples;Best Buy;Fashion & Retail;United States;Best Buy Co. Inc.;TRUE;D;M;01/02/1941 00:00;Schulze;Richard;Chairman;04/04/2023 05:01;1941;1;2;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
766;3700;Yitzhak Tshuva;74;Israel;Netanya;Real estate;Real Estate;Israel;;TRUE;D;M;07/07/1948 00:00;Tshuva;Yitzhak;;04/04/2023 05:01;1948;7;7;108.15;0.8;$395,098,666,122 ;63.4;104.9;82.8;23.1;25.3;9053300;31.046.051;34.851.612
766;3700;Wang Yanqing & family;56;China;Wuxi;Electrical equipment;Manufacturing;China;;TRUE;D;M;04/07/1966 00:00;Wang;Yanqing;;04/04/2023 05:01;1966;4;7;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
787;3600;Rajiv Bajaj;56;India;Pune;Diversified;Diversified;India;;FALSE;Split Family Fortune;M;12/21/1966 0:00;Bajaj;Rajiv;;04/04/2023 05:01;1966;12;21;180.44;7.7;$2,611,000,000,000 ;28.1;113;69.4;11.2;49.7;1366417754;20.593.684;7.896.288
787;3600;Sanjiv Bajaj;53;India;Pune;Diversified;Diversified;India;;FALSE;Split Family Fortune;M;11/02/1969 00:00;Bajaj;Sanjiv;;04/04/2023 05:01;1969;11;2;180.44;7.7;$2,611,000,000,000 ;28.1;113;69.4;11.2;49.7;1366417754;20.593.684;7.896.288
787;3600;Leonid Boguslavsky;71;Italy;Florence;Venture capital;Finance & Investments;Canada;;TRUE;D;M;6/17/1951 0:00;Boguslavsky;Leonid;;04/04/2023 05:01;1951;6;17;110.62;0.6;$2,001,244,392,042 ;61.9;101.9;82.9;24.3;59.1;60297396;4.187.194;1.256.738
787;3600;Jim Coulter;63;United States;San Francisco;Private equity;Finance & Investments;United States;;TRUE;U;M;12/01/1959 00:00;Coulter;Jim;;04/04/2023 05:01;1959;12;1;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
787;3600;Nicolas D'Ieteren;47;Switzerland;Anzere;Auto parts, distribution;Automotive;Belgium;;FALSE;N;M;4/13/1975 0:00;D'Ieteren;Nicolas ;;04/04/2023 05:01;1975;4;13;99.55;0.4;$703,082,435,360 ;59.6;105.2;83.6;10.1;28.8;8574832;46.818.188;8.227.512
787;3600;Beatriz Davila de Santo Domingo;84;Bermuda;;Beer;Food & Beverage;Colombia;;FALSE;U;F;03/07/1939 00:00;Davila de Santo Domingo;Beatriz;;04/04/2023 05:01;1939;3;7;;;;;;;;;;;
787;3600;Bob Gaglardi;82;Canada;Vancouver;Hotels;Real Estate;Canada;;TRUE;U;M;2/19/1941 0:00;Gaglardi;Bob;;04/04/2023 05:01;1941;2;19;116.76;1.9;$1,736,425,629,520 ;68.9;100.9;81.9;12.8;24.5;36991981;56.130.366;-106.346.771
787;3600;Jaime Gilinski Bacal;65;United Kingdom;London;Banking;Finance & Investments;Colombia;;FALSE;D;M;12/14/1957 0:00;Gilinski Bacal;Jaime;Investor;04/04/2023 05:01;1957;12;14;119.62;1.7;$2,827,113,184,696 ;60;101.2;81.3;25.5;30.6;66834405;55.378.051;-3.435.973
787;3600;Pansy Ho;60;Hong Kong;Hong Kong;Casinos;Gambling & Casinos;Hong Kong;;FALSE;U;F;8/26/1962 0:00;Ho;Pansy;;04/04/2023 05:01;1962;8;26;;;;;;;;;;;
787;3600;Alan Howard;59;Switzerland;Geneva;Hedge funds;Finance & Investments;United Kingdom;Brevan Howard Asset Management;TRUE;U;M;09/01/1963 00:00;Howard;Alan;Founder;04/04/2023 05:01;1963;9;1;99.55;0.4;$703,082,435,360 ;59.6;105.2;83.6;10.1;28.8;8574832;46.818.188;8.227.512
787;3600;Huang Yi;61;China;Beijing;Car dealerships;Automotive;Hong Kong;;TRUE;D;M;01/01/1962 00:00;Huang;Yi;;04/04/2023 05:01;1962;1;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
787;3600;Peter Kellogg;80;United States;Short Hills;Investments;Finance & Investments;United States;;FALSE;E;M;09/01/1942 00:00;Kellogg;Peter;;04/04/2023 05:01;1942;9;1;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
787;3600;Vyacheslav Kim;53;Kazakhstan;Almaty;Fintech;Finance & Investments;Kazakhstan;;TRUE;U;M;06/12/1969 00:00;Kim;Vyacheslav;;04/04/2023 05:01;1969;6;12;182.75;5.2;$180,161,741,180 ;61.7;104.4;73.2;11.7;28.4;18513930;48.019.573;66.923.684
787;3600;Josh Kushner;37;United States;New York City;Venture capital;Finance & Investments;United States;Thrive Capital;TRUE;U;M;06/12/1985 00:00;Kushner;Josh;Managing Partner;04/04/2023 05:01;1985;6;12;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
787;3600;Samuel Tak Lee;83;Hong Kong;Hong Kong;Real estate;Real Estate;Hong Kong;;FALSE;D;M;04/09/1939 00:00;Lee;Samuel Tak;;04/04/2023 05:01;1939;4;9;;;;;;;;;;;
787;3600;Edwin Leong;71;Hong Kong;Hong Kong;Real estate;Real Estate;Hong Kong;;TRUE;D;M;12/04/1951 00:00;Leong;Edwin;;04/04/2023 05:01;1951;12;4;;;;;;;;;;;
787;3600;Stephen Mandel, Jr.;67;United States;Greenwich;Hedge funds;Finance & Investments;United States;Lone Pine Capital;TRUE;D;M;03/12/1956 00:00;Mandel;Stephen;Founder;04/04/2023 05:01;1956;3;12;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
787;3600;Mohamed Mansour;75;United Kingdom;London;Diversified;Diversified;Egypt;;TRUE;U;M;1/23/1948 0:00;Mansour;Mohamed;;04/04/2023 05:01;1948;1;23;119.62;1.7;$2,827,113,184,696 ;60;101.2;81.3;25.5;30.6;66834405;55.378.051;-3.435.973
787;3600;Masahiro Miki;67;Japan;Tokyo;Shoes;Fashion & Retail;Japan;;TRUE;U;M;7/26/1955 0:00;Miki;Masahiro;;04/04/2023 05:01;1955;7;26;105.48;0.5;$5,081,769,542,380 ;63.2;98.8;84.2;11.9;46.7;126226568;36.204.824;138.252.924
787;3600;Masahiro Noda;84;Japan;Tokyo;Software;Technology;Japan;;TRUE;U;M;8/24/1938 0:00;Noda;Masahiro;;04/04/2023 05:01;1938;8;24;105.48;0.5;$5,081,769,542,380 ;63.2;98.8;84.2;11.9;46.7;126226568;36.204.824;138.252.924
787;3600;Cliff Obrecht;37;Australia;Sydney;Software;Technology;Australia;;TRUE;D;M;12/28/1985 0:00;Obrecht;Cliff;;04/04/2023 05:01;1985;12;28;119.8;1.6;$1,392,680,589,329 ;113.1;100.3;82.7;23;47.4;25766605;-25.274.398;133.775.136
787;3600;Melanie Perkins;35;Australia;Sydney;Software;Technology;Australia;Canva;TRUE;D;F;5/13/1987 0:00;Perkins;Melanie;Cofounder & CEO;04/04/2023 05:01;1987;5;13;119.8;1.6;$1,392,680,589,329 ;113.1;100.3;82.7;23;47.4;25766605;-25.274.398;133.775.136
787;3600;J.B. Pritzker;58;United States;Springfield;Hotels, investments;Finance & Investments;United States;;FALSE;E;M;1/19/1965 0:00;Pritzker;J.B.;;04/04/2023 05:01;1965;1;19;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
787;3600;Juan Roig;73;Spain;Valencia;Supermarkets;Fashion & Retail;Spain;;FALSE;D;M;10/08/1949 00:00;Roig;Juan;;04/04/2023 05:01;1949;10;8;110.96;0.7;$1,394,116,310,769 ;88.9;102.7;83.3;14.2;47;47076781;40.463.667;-374.922
787;3600;Jerry Speyer & family;82;United States;New York;Real estate;Real Estate;United States;;TRUE;E;M;6/23/1940 0:00;Speyer;Jerry;;04/04/2023 05:01;1940;6;23;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
787;3600;Lawrence Stroll;63;Switzerland;Geneva;Fashion investments;Fashion & Retail;Canada;;TRUE;U;M;07/11/1959 00:00;Stroll;Lawrence;;04/04/2023 05:01;1959;7;11;99.55;0.4;$703,082,435,360 ;59.6;105.2;83.6;10.1;28.8;8574832;46.818.188;8.227.512
